Prefix,Course Title,Section,Class Number,Days & Times,Bldg & Room
BIOLOGY,438 [M] Animal Behavior,01 Lab,07345,TH13.30-16.20,EAST 192
BIOLOGY,438 [M] Animal Behavior,02 Lab,07346,F12.10-15,EAST 192
BIOLOGY,473 [CAPS] [M] Evolution and Society,01,09853,"M,W,F15.10-16",JSNH C0107
BIOLOGY,489 [CAPS] [M] Synthesis and Communication of Independent Research,01,15735,ARRGT,ARR ARR
BIOLOGY,490 [M] Professional Seminar in Physical Therapy,01,07347,TU17.45-19.45,ARR ARR
BIOLOGY,490 [M] Professional Seminar in Physical Therapy,01 Lab,07348,ARRGT,ARR ARR
BIOLOGY,"495 Internship in Biology, Botany, and Zoology",01,07350,ARRGT,ARR ARR
BIOLOGY,496 [M] Special Problems and Reports,01,08052,ARRGT,ARR ARR
BIOLOGY,497 Instructional Practicum,01,05227,ARRGT,ARR ARR
BIOLOGY,499 Special Problems,01,07351,ARRGT,ARR ARR
BIOLOGY,500 Seminar,01,07352,W15.10-16,ABEL 201
BIOLOGY,500 Seminar,02,08143,M15.10-16.25,ABEL 201
BIOLOGY,501 Proposal Defense Seminar,01,07353,ARRGT,ARR ARR
BIOLOGY,501 Proposal Defense Seminar,02,10030,ARRGT,ARR ARR
BIOLOGY,509 Plant Anatomy,01,09027,"M,W13.10-14",HLD 229
BIOLOGY,509 Plant Anatomy,01 Lab,09028,"M,W14.10-17",HLD 229
BIOLOGY,568 Conservation Ecology,01,13474,"TU,TH10.35-11.50",SPRK G0045
BIOLOGY,585 Professional Development and Training for College and University Teaching,01,07354,ARRGT,ARR ARR
BIOLOGY,589 Advanced Topics in Biology,02,08610,ARRGT,ARR ARR
BIOLOGY,589 Advanced Topics in Biology,03,08650,W12.10-13,WEBS B0008
BIOLOGY,589 Advanced Topics in Biology,04,16458,W12.10-13,""
BIOLOGY,"700 Master's Research, Thesis, and/or Examination",01,07355,ARRGT,ARR ARR
BIOLOGY,"800 Doctoral Research, Dissertation, and/or Examination",01,07357,ARRGT,ARR ARR
BSYSE,530 Machine Vision for Biological Systems,01,08558,"W,F14.10-15.25",CUE 114
BSYSE,530 Machine Vision for Biological Systems,02,08559,"W,F14.10-15.25",AMS ARR
BSYSE,532 Electrohydraulic Systems Control,01,09164,"M,W,F13.10-14",CUE 114
BSYSE,532 Electrohydraulic Systems Control,02,09165,"M,W,F13.10-14",AMS ARR
BSYSE,551 Advanced Biological Systems Engineering Topics,01,07924,ARRGT,ARR ARR
BSYSE,551 Advanced Biological Systems Engineering Topics,02,08664,ARRGT,ARR ARR
BSYSE,552 Advanced Biological Systems Engineering Topics,01,06255,"TU,TH9.10-10.25",SPRK 333
BSYSE,552 Advanced Biological Systems Engineering Topics,02,14010,"TU,TH9.10-10.25",AMS ARR
BSYSE,552 Advanced Biological Systems Engineering Topics,03,14011,"TU,TH9.10-10.25",""
BSYSE,556 Surface Hydrologic Processes and Modeling,01,09005,TU14.10-16,CLAR 151
BSYSE,556 Surface Hydrologic Processes and Modeling,02,09039,TU14.10-16,AMS ARR
BSYSE,556 Surface Hydrologic Processes and Modeling,03,09048,TU14.10-16,AMS ARR
BSYSE,556 Surface Hydrologic Processes and Modeling,01 Lab,09006,W17.10-19.40,CLAR 151
BSYSE,556 Surface Hydrologic Processes and Modeling,02 Lab,09046,W17.10-19.40,AMS ARR
BSYSE,556 Surface Hydrologic Processes and Modeling,03 Lab,09051,W17.10-19.40,AMS ARR
BSYSE,557 Nutrient Cycling and Transport,01,09056,"M,W15.35-16.50",CLAR 151
BSYSE,557 Nutrient Cycling and Transport,02,09057,"M,W15.35-16.50",AMS ARR
BSYSE,581 Advanced Physical Properties of Foods,01,08447,"M,W,F15.10-16",LJSM 259
BSYSE,582 Food Process Engineering I,01,08561,"TU,TH14.30-15.45",LJSM 259
BSYSE,593 Renewable Energy Technologies,01,12006,W10.10-12.40,CUE 416
BSYSE,596 Biomass Thermo-Chemical Conversion,01,09166,M8.10-10.40,CLAR 151
BSYSE,597 Biomass Biological Process Engineering,01,09481,TH9.10-11.40,CUE 114
BSYSE,598 Graduate Seminar,01,04458,TH16.10-17,SPRK G0045
BSYSE,598 Graduate Seminar,02,04459,TH16.10-17,AMS ARR
BSYSE,598 Graduate Seminar,03,04460,TH16.10-17,AMS ARR
BSYSE,"700 Master's Research, Thesis, and/or Examination",01,06256,ARRGT,ARR ARR
BSYSE,"800 Doctoral Research, Dissertation, and/or Examination",01,06258,ARRGT,ARR ARR
CAS,400 End-of-Program Evaluation Portfolio,01,05689,ARRGT,ARR ARR
CAS,400 End-of-Program Evaluation Portfolio,02,09229,ARRGT,ARR ARR
CAS,497 Internship,01,05687,ARRGT,ARR ARR
CAS,497 Internship,02,09230,ARRGT,ARR ARR
CE,302 Introduction to Surveying,01 Lab,07217,TU9.10-12,SLOA 235
CE,302 Introduction to Surveying,02 Lab,07218,TU14.45-17.45,SLOA 235
CE,302 Introduction to Surveying,03 Lab,07219,W13.10-16,SLOA 235
CE,302 Introduction to Surveying,04 Lab,07220,TH9.10-12,SLOA 235
CE,302 Introduction to Surveying,05 Lab,08632,F13.10-16,SLOA 235
CE,317 [M] Geotechnical Engineering I,01 Lab,07223,TU14.55-16.45,SLOA B0021
CE,317 [M] Geotechnical Engineering I,02 Lab,07224,TH14.55-16.45,SLOA B0021
CE,317 [M] Geotechnical Engineering I,03 Lab,07225,W15.10-17,SLOA B0021
CE,317 [M] Geotechnical Engineering I,04 Lab,07226,F15.10-17,SLOA B0021
CE,341 Introduction to Environmental Engineering,01,04470,"M,W,F11.10-12",SLOA 169
CE,400 Highway Materials Engineering,01 Lab,07231,TU14.25-17.15,SLOA 161
CE,400 Highway Materials Engineering,02 Lab,07232,TH14.25-17.15,SLOA 161
CE,400 Highway Materials Engineering,03 Lab,09263,W13.10-16,SLOA 161
CE,400 Highway Materials Engineering,04 Lab,09891,F13.10-16,SLOA 161
CE,415 Environmental Measurements,01,04471,TU13.30-14.20,SLOA 161
CE,415 Environmental Measurements,01 Lab,04473,"TU,TH14.25-17.15",SLOA 161
CE,418 Hazardous Contaminant Pathway Analysis,01,07235,"TU,TH12.05-13.20",SLOA 46
CE,430 Analysis of Indeterminate Structures,01,07239,"TU,TH9.10-10.25",SLOA 46
CE,450 Design and Simulation of Water Resource Systems,01,07241,"TU,TH13.30-14.45",SLOA 233
CE,456 Sustainable Development in Water Resources,01,11975,"M,W,F10.10-11",SLOA 46
CE,465 [CAPS] [M] Integrated Civil Engineering Design,01,07242,M13.10-14,SLOA 169
CE,465 [CAPS] [M] Integrated Civil Engineering Design,01 Lab,07243,"M,W14.10-17",SLOA 169
CE,475 Groundwater,01 Lab,08199,TH9.10-12,WEBS 1126
CE,476 Pavement Evaluation and Rehabilitation,01,11974,"TU,TH7.45-9",SLOA 7
CE,488 Professional Practice Coop/Internship I,01,08091,ARRGT,ARR ARR
CE,495 Engineering Experience,01,07245,ARRGT,ARR ARR
CE,498 Special Topics in Civil Engineering,01,08548,"M,W,F9.10-10",SLOA 46
CE,499 Special Problems,01,07246,ARRGT,ARR ARR
CE,514 Advanced Mechanics of Materials,01,07247,"TU,TH14.55-16.10",SLOA 150
CE,515 Environmental Measurements,01,04472,TU13.30-14.20,SLOA 161
CE,515 Environmental Measurements,01 Lab,04474,"TU,TH14.25-17.15",SLOA 161
CE,518 Hazardous Contaminant Pathway Analysis,01,07236,"TU,TH12.05-13.20",SLOA 46
CE,530 Advanced Design of Steel Structures,01,07248,"TU,TH12.05-13.20",TODD 220
CE,534 Prestressed Concrete and Bridge Design,01,09935,"M,W9.10-10.25",SLOA 161
CE,541 Physicochemical Water and Wastewater Treatment,01,07992,"M,W,F14.10-15",CLAR 147
CE,541 Physicochemical Water and Wastewater Treatment,02,10025,"TU,TH16.20-17.35",CLAR 149
CE,552 Special Topics in Water Resources Engineering,01,07736,"M,W15.30-16.20",SLOA 5
CE,560 Advanced Hydrology,01,09163,"M,W11.10-12.25",CLEV 30
CE,567 Properties of Highway Pavement Materials,02,15575,"M,W,F13.10-14",""
CE,580 Graduate Seminar,01,07249,M16.10-17,CUE 219
CE,580 Graduate Seminar,02,07250,M16.10-17,CUE 419
CE,580 Graduate Seminar,03,07251,M16.10-17,CUE 319
CE,584 Environmental Microbiology,01,09270,"M,W11.10-12.25",JSNH C0105
CE,600 Special Projects or Independent Study,01,07252,ARRGT,ARR ARR
CE,600 Special Projects or Independent Study,02,07253,ARRGT,ARR ARR
CE,600 Special Projects or Independent Study,03,07254,ARRGT,ARR ARR
CE,"700 Master's Research, Thesis and/or Examination",01,07255,ARRGT,ARR ARR
CE,"702 Master's Special Problems, Directed Study, and/or Examination",01,07256,ARRGT,ARR ARR
CE,"800 Doctoral Research, Dissertation, and/or Examination",01,07257,ARRGT,ARR ARR
CES,201 Foundations of Comparative Ethnic Studies,01,06280,"M,W,F9.10-10",JSNH C0107
CES,271 [HUM] Native Music of North America,01,05995,"M,W,F14.10-15",KIMB 346
CES,271 [HUM] Native Music of North America,02,07666,ARRGT,ARR ARR
CES,332 [DIVR] [M] Topics in African American Literature,01,04492,"TU,TH12.05-13.20",CUE 203
CES,499 Directed Independent Study,01,06282,ARRGT,ARR ARR
CHE,310 Introduction to Transport Processes,02,15628,"M,W,F15.10-16",SPRK 227
CHE,432 [M] Chemical Engineering Lab I,01 Lab,04462,"TU,TH9.10-12",ETRL 4
CHE,432 [M] Chemical Engineering Lab I,02 Lab,04463,"TU,TH14.25-17.15",ETRL 4
CHE,441 Process Control,01,04653,"M,W,F9.10-10",CUE 203
CHE,488 Professional Practice Coop/Internship I,01,08033,ARRGT,ARR ARR
CHE,495 Chemical Engineering Internship,01,07621,ARRGT,ARR ARR
CHE,499 Special Problems,01,04655,ARRGT,ARR ARR
CHE,581 Advanced Topics in Chemical Engineering,02,15607,ARRGT,ARR ARR
CHE,581 Advanced Topics in Chemical Engineering,03,15608,ARRGT,ARR ARR
CHE,581 Advanced Topics in Chemical Engineering,04,15609,ARRGT,ARR ARR
CHE,"700 Master's Research, Thesis, and/or Examination",01,04659,ARRGT,ARR ARR
CHE,"702 Master's Special Problems, Directed Study, and/or Examination",01,04660,ARRGT,ARR ARR
CHE,"800 Doctoral Research, Dissertation, and/or Examination",01,04661,ARRGT,ARR ARR
CHEM,101 [PSCI] Introduction to Chemistry,01 Lab,03263,TU7.50-8.40,CUE 316
CHEM,101 [PSCI] Introduction to Chemistry,TU8.50-11.40,TODD 125, ,""
CHEM,101 [PSCI] Introduction to Chemistry,02 Lab,03264,TU7.50-8.40,TODD 304
CHEM,101 [PSCI] Introduction to Chemistry,TU8.50-11.40,SPRK 327, ,""
CHEM,101 [PSCI] Introduction to Chemistry,03 Lab,03265,TU7.50-8.40,TROY G0005
CHEM,101 [PSCI] Introduction to Chemistry,TU8.50-11.40,FULM 310, ,""
CHEM,101 [PSCI] Introduction to Chemistry,04 Lab,03266,TU10.50-11.40,CUE 216
CHEM,101 [PSCI] Introduction to Chemistry,TU11.50-14.40,FULM 307, ,""
CHEM,101 [PSCI] Introduction to Chemistry,05 Lab,03267,TU10.50-11.40,TODD 211
CHEM,101 [PSCI] Introduction to Chemistry,TU11.50-14.40,FLMA 229, ,""
CHEM,101 [PSCI] Introduction to Chemistry,06 Lab,03268,TU10.50-11.40,TODD 304
CHEM,101 [PSCI] Introduction to Chemistry,TU11.50-14.40,FULM 310, ,""
CHEM,101 [PSCI] Introduction to Chemistry,07 Lab,03269,TU13.55-14.45,TODD 307
CHEM,101 [PSCI] Introduction to Chemistry,TU14.55-17.45,FULM 307, ,""
CHEM,101 [PSCI] Introduction to Chemistry,08 Lab,03270,TU13.55-14.45,TROY G0005
CHEM,101 [PSCI] Introduction to Chemistry,TU14.55-17.45,FULM 310, ,""
CHEM,101 [PSCI] Introduction to Chemistry,09 Lab,03271,TU13.55-14.45,SLOA 5
CHEM,101 [PSCI] Introduction to Chemistry,TU14.55-17.45,FLMA 229, ,""
CHEM,101 [PSCI] Introduction to Chemistry,10 Lab,03272,TU17.45-18.35,TODD 226
CHEM,101 [PSCI] Introduction to Chemistry,TU18.45-21.35,FULM 307, ,""
CHEM,101 [PSCI] Introduction to Chemistry,11 Lab,03273,TU17.45-18.35,CUE 316
CHEM,101 [PSCI] Introduction to Chemistry,TU18.45-21.35,FLMA 229, ,""
CHEM,101 [PSCI] Introduction to Chemistry,12 Lab,03274,TU17.45-18.35,TODD 304
CHEM,101 [PSCI] Introduction to Chemistry,TU18.45-21.35,FULM 310, ,""
CHEM,101 [PSCI] Introduction to Chemistry,13 Lab,03275,W14.10-15,""
CHEM,101 [PSCI] Introduction to Chemistry,W15.10-18,FULM 310, ,""
CHEM,101 [PSCI] Introduction to Chemistry,14 Lab,03276,W14.10-15,""
CHEM,101 [PSCI] Introduction to Chemistry,W15.10-18,TODD 430, ,""
CHEM,101 [PSCI] Introduction to Chemistry,15 Lab,03277,W14.10-15,CUE 207
CHEM,101 [PSCI] Introduction to Chemistry,W15.10-18,FULM 307, ,""
CHEM,101 [PSCI] Introduction to Chemistry,16 Lab,03278,W17.10-18,TODD 311
CHEM,101 [PSCI] Introduction to Chemistry,W18.10-21,FULM 307, ,""
CHEM,101 [PSCI] Introduction to Chemistry,17 Lab,03279,W17.10-18,TODD 204
CHEM,101 [PSCI] Introduction to Chemistry,W18.10-21,FULM 310, ,""
CHEM,101 [PSCI] Introduction to Chemistry,18 Lab,03280,W17.10-18,CUE 409
CHEM,101 [PSCI] Introduction to Chemistry,W18.10-21,FLMA 229, ,""
CHEM,101 [PSCI] Introduction to Chemistry,19 Lab,03281,TH7.50-8.40,TODD 211
CHEM,101 [PSCI] Introduction to Chemistry,TH8.50-11.40,FLMA 229, ,""
CHEM,101 [PSCI] Introduction to Chemistry,21 Lab,03283,TH7.50-8.40,CUE 407
CHEM,101 [PSCI] Introduction to Chemistry,TH8.50-11.40,FULM 307, ,""
CHEM,101 [PSCI] Introduction to Chemistry,22 Lab,03284,TH10.50-11.40,CUE 412
CHEM,101 [PSCI] Introduction to Chemistry,TH11.50-14.40,FULM 307, ,""
CHEM,101 [PSCI] Introduction to Chemistry,23 Lab,03285,TH10.50-11.40,FLMA 150
CHEM,101 [PSCI] Introduction to Chemistry,TH11.50-14.40,FULM 310, ,""
CHEM,101 [PSCI] Introduction to Chemistry,25 Lab,03287,TH13.55-14.45,TROY G0005
CHEM,101 [PSCI] Introduction to Chemistry,TH14.55-17.45,FULM 307, ,""
CHEM,101 [PSCI] Introduction to Chemistry,26 Lab,03288,TH13.55-14.45,""
CHEM,101 [PSCI] Introduction to Chemistry,TH14.55-17.45,FLMA 229, ,""
CHEM,101 [PSCI] Introduction to Chemistry,27 Lab,03289,TH13.55-14.45,SLOA 5
CHEM,101 [PSCI] Introduction to Chemistry,TH14.55-17.45,FULM 310, ,""
CHEM,102 Chemistry Related to Life Sciences,01 Lab,03423,TU8.10-9,""
CHEM,102 Chemistry Related to Life Sciences,TU9.10-11,FLMA 429, ,""
CHEM,102 Chemistry Related to Life Sciences,02 Lab,03425,TU10.20-11.10,TROY G0005
CHEM,102 Chemistry Related to Life Sciences,TU11.20-13.10,FLMA 429, ,""
CHEM,102 Chemistry Related to Life Sciences,03 Lab,03426,TU12.30-13.20,CUE 407
CHEM,102 Chemistry Related to Life Sciences,TU13.30-15.20,FLMA 429, ,""
CHEM,102 Chemistry Related to Life Sciences,05 Lab,03428,TU17-17.50,CUE 207
CHEM,102 Chemistry Related to Life Sciences,TU18-19.50,FLMA 429, ,""
CHEM,102 Chemistry Related to Life Sciences,06 Lab,03429,W15.10-16,CUE 412
CHEM,102 Chemistry Related to Life Sciences,W16.10-18,FLMA 429, ,""
CHEM,102 Chemistry Related to Life Sciences,07 Lab,03430,W18.10-19,CUE 207
CHEM,102 Chemistry Related to Life Sciences,W19.10-21,FLMA 429, ,""
CHEM,102 Chemistry Related to Life Sciences,08 Lab,03431,TH8.10-9,""
CHEM,102 Chemistry Related to Life Sciences,TH9.10-11,FLMA 429, ,""
CHEM,102 Chemistry Related to Life Sciences,09 Lab,03432,TH14.55-15.45,""
CHEM,102 Chemistry Related to Life Sciences,TH15.55-17.45,FLMA 429, ,""
CHEM,103 Concepts in Chemistry,02,14870,ARRGT,ARR ARR
CHEM,103 Concepts in Chemistry,21 Lab,15526,ARRGT,ARR ARR
CHEM,105 [PSCI] Principles of Chemistry I,01 Lab,03301,TU7.50-8.40,CUE 412
CHEM,105 [PSCI] Principles of Chemistry I,TU8.50-11.40,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,02 Lab,03302,TU7.50-8.40,TODD 211
CHEM,105 [PSCI] Principles of Chemistry I,TU8.50-11.40,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,03 Lab,03303,TU7.50-8.40,CUE 407
CHEM,105 [PSCI] Principles of Chemistry I,TU8.50-11.40,FLMA 330, ,""
CHEM,105 [PSCI] Principles of Chemistry I,04 Lab,03304,TU7.50-8.40,CUE 216
CHEM,105 [PSCI] Principles of Chemistry I,TU8.50-11.40,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,05 Lab,03305,TU10.50-11.40,CUE 412
CHEM,105 [PSCI] Principles of Chemistry I,TU11.50-14.40,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,06 Lab,03306,TU10.50-11.40,""
CHEM,105 [PSCI] Principles of Chemistry I,TU11.50-14.40,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,07 Lab,03307,TU10.50-11.40,FLMA 150
CHEM,105 [PSCI] Principles of Chemistry I,TU11.50-14.40,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,08 Lab,03308,TU10.50-11.40,CUE 407
CHEM,105 [PSCI] Principles of Chemistry I,TU11.50-14.40,FLMA 330, ,""
CHEM,105 [PSCI] Principles of Chemistry I,09 Lab,03309,TU13.55-14.45,TODD 302
CHEM,105 [PSCI] Principles of Chemistry I,TU14.55-17.45,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,10 Lab,03310,TU13.55-14.45,CUE 119
CHEM,105 [PSCI] Principles of Chemistry I,TU14.55-17.45,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,11 Lab,03311,TU13.55-14.45,WEBS B0012
CHEM,105 [PSCI] Principles of Chemistry I,TU14.55-17.45,FLMA 330, ,""
CHEM,105 [PSCI] Principles of Chemistry I,12 Lab,03312,TU13.55-14.45,CUE 407
CHEM,105 [PSCI] Principles of Chemistry I,TU14.55-17.45,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,13 Lab,03313,TU17.45-18.35,TODD 211
CHEM,105 [PSCI] Principles of Chemistry I,TU18.45-21.35,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,14 Lab,03314,TU17.45-18.35,FLMA 150
CHEM,105 [PSCI] Principles of Chemistry I,TU18.45-21.35,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,15 Lab,03315,TU17.45-18.35,TROY G0005
CHEM,105 [PSCI] Principles of Chemistry I,TU18.45-21.35,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,16 Lab,03316,TU17.45-18.35,CUE 216
CHEM,105 [PSCI] Principles of Chemistry I,TU18.45-21.35,FLMA 330, ,""
CHEM,105 [PSCI] Principles of Chemistry I,17 Lab,03317,W11.10-12,CUE 216
CHEM,105 [PSCI] Principles of Chemistry I,W12.10-15,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,18 Lab,03318,W11.10-12,FLMA 150
CHEM,105 [PSCI] Principles of Chemistry I,W12.10-15,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,19 Lab,03319,W14.10-15,CUE 416
CHEM,105 [PSCI] Principles of Chemistry I,W15.10-18,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,20 Lab,03320,W14.10-15,TODD 304
CHEM,105 [PSCI] Principles of Chemistry I,W15.10-18,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,21 Lab,03321,W14.10-15,TODD 211
CHEM,105 [PSCI] Principles of Chemistry I,W15.10-18,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,22 Lab,03322,W14.10-15,CUE 407
CHEM,105 [PSCI] Principles of Chemistry I,W15.10-18,FLMA 330, ,""
CHEM,105 [PSCI] Principles of Chemistry I,23 Lab,03402,W17.10-18,FLMA 150
CHEM,105 [PSCI] Principles of Chemistry I,W18.10-21,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,24 Lab,03323,W17.10-18,CUE 207
CHEM,105 [PSCI] Principles of Chemistry I,W18.10-21,FLMA 330, ,""
CHEM,105 [PSCI] Principles of Chemistry I,25 Lab,03465,W17.10-18,CUE 318
CHEM,105 [PSCI] Principles of Chemistry I,W18.10-21,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,26 Lab,03324,W17.10-18,TODD 202
CHEM,105 [PSCI] Principles of Chemistry I,W18.10-21,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,27 Lab,03325,TH7.50-8.40,""
CHEM,105 [PSCI] Principles of Chemistry I,TH8.50-11.40,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,28 Lab,03326,TH7.50-8.40,CUE 412
CHEM,105 [PSCI] Principles of Chemistry I,TH8.50-11.40,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,29 Lab,03466,TH7.50-8.40,CUE 216
CHEM,105 [PSCI] Principles of Chemistry I,TH8.50-11.40,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,30 Lab,03327,TH10.50-11.40,""
CHEM,105 [PSCI] Principles of Chemistry I,TH11.50-14.40,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,31 Lab,03328,TH10.50-11.40,CUE 207
CHEM,105 [PSCI] Principles of Chemistry I,TH11.50-14.40,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,32 Lab,03329,TH10.50-11.40,CUE 407
CHEM,105 [PSCI] Principles of Chemistry I,TH11.50-14.40,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,33 Lab,03330,TH13.55-14.45,TODD 211
CHEM,105 [PSCI] Principles of Chemistry I,TH14.55-17.45,FLMA 320, ,""
CHEM,105 [PSCI] Principles of Chemistry I,34 Lab,03331,TH13.55-14.45,WEBS B0012
CHEM,105 [PSCI] Principles of Chemistry I,TH14.55-17.45,FLMA 324, ,""
CHEM,105 [PSCI] Principles of Chemistry I,35 Lab,03413,TH13.55-14.45,CUE 407
CHEM,105 [PSCI] Principles of Chemistry I,TH14.55-17.45,FLMA 321, ,""
CHEM,105 [PSCI] Principles of Chemistry I,36 Lab,03463,TH13.55-14.45,FLMA 150
CHEM,105 [PSCI] Principles of Chemistry I,TH14.55-17.45,FLMA 330, ,""
CHEM,106 Principles of Chemistry II,01 Lab,03333,TU8.10-9,FLMA 150
CHEM,106 Principles of Chemistry II,TU9.10-11,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,02 Lab,03334,TU10.20-11.10,WEBS B0012
CHEM,106 Principles of Chemistry II,TU11.20-13.10,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,03 Lab,03335,TU12.30-13.20,""
CHEM,106 Principles of Chemistry II,TU13.30-15.20,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,04 Lab,03336,TU14.55-15.45,CUE 216
CHEM,106 Principles of Chemistry II,TU15.55-17.45,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,05 Lab,03337,TU17-17.50,CUE 416
CHEM,106 Principles of Chemistry II,TU18-19.50,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,06 Lab,03338,W12.10-13,CUE 216
CHEM,106 Principles of Chemistry II,W13.10-15,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,07 Lab,03339,W14.10-15,FLMA 150
CHEM,106 Principles of Chemistry II,W15.10-17,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,08 Lab,03340,W16.10-17,CUE 409
CHEM,106 Principles of Chemistry II,W17.10-19,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,10 Lab,03342,TH8.10-9,FLMA 150
CHEM,106 Principles of Chemistry II,TH9.10-11,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,11 Lab,03343,TH10.20-11.10,CUE 216
CHEM,106 Principles of Chemistry II,TH11.20-13.10,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,12 Lab,03344,TH12.30-13.20,""
CHEM,106 Principles of Chemistry II,TH13.30-15.20,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,13 Lab,03345,TH14.55-15.45,CUE 216
CHEM,106 Principles of Chemistry II,TH15.55-17.45,FLMA 327, ,""
CHEM,106 Principles of Chemistry II,15 Lab,03411,TH12.30-13.20,""
CHEM,106 Principles of Chemistry II,TH13.30-15.20,FLMA 330, ,""
CHEM,106 Principles of Chemistry II,16 Lab,03412,TH14.55-15.45,WLSH 6
CHEM,106 Principles of Chemistry II,TH15.55-17.45,"", ,""
CHEM,220 Quantitative Analysis,01,03347,"M,W,F12.10-13",HLD G0003
CHEM,222 Quantitative Analysis Laboratory,01,03348,TU14.55-17.45,FULM 207
CHEM,222 Quantitative Analysis Laboratory,02,03407,TH14.55-17.45,FULM 207
CHEM,330 Problem Solving in Physical Chemistry,01,03349,W14.10-16,TROY G0005
CHEM,331 Physical Chemistry,01,03350,"M,W,F10.10-11",FLMA 438
CHEM,333 Physical Chemistry Laboratory for Chemists,01,03351,TH13.30-16.20,FULM 218
CHEM,333 Physical Chemistry Laboratory for Chemists,02,03352,TU13.30-16.20,FULM 218
CHEM,334 [M] Physical Chemistry Laboratory,01,03353,"TU,TH8.10-11",FULM 218
CHEM,338 Physical Chemistry for Chemical Biology,01,03458,"M,W,F9.10-10",FLMA 432
CHEM,345 Organic Chemistry I,01 Lab,03356,M14.10-14.40,FLMA 438
CHEM,345 Organic Chemistry I,M14.40-17,ARR ARR, ,""
CHEM,345 Organic Chemistry I,02 Lab,03357,TU13.30-14,FLMA 438
CHEM,345 Organic Chemistry I,TU14-16.15,ARR ARR, ,""
CHEM,345 Organic Chemistry I,03 Lab,03358,TU7.45-8.15,FLMA 438
CHEM,345 Organic Chemistry I,TU8.15-10.35,ARR ARR, ,""
CHEM,345 Organic Chemistry I,04 Lab,03359,M14.10-14.40,FLMA 438
CHEM,345 Organic Chemistry I,M14.40-17,ARR ARR, ,""
CHEM,345 Organic Chemistry I,05 Lab,03360,TH13.30-14,FLMA 438
CHEM,345 Organic Chemistry I,TH14-16.20,ARR ARR, ,""
CHEM,345 Organic Chemistry I,06 Lab,03361,W18.10-18.40,FLMA 438
CHEM,345 Organic Chemistry I,W18.40-21,ARR ARR, ,""
CHEM,345 Organic Chemistry I,07 Lab,03362,TU13.30-14,FLMA 438
CHEM,345 Organic Chemistry I,TU14-16.20,ARR ARR, ,""
CHEM,345 Organic Chemistry I,08 Lab,03363,TU7.45-8.15,FLMA 438
CHEM,345 Organic Chemistry I,TU8.15-10.35,ARR ARR, ,""
CHEM,345 Organic Chemistry I,09 Lab,03364,TH13.30-14,FLMA 438
CHEM,345 Organic Chemistry I,TH14-16.20,ARR ARR, ,""
CHEM,345 Organic Chemistry I,10 Lab,03365,TU7.45-8.15,FLMA 438
CHEM,345 Organic Chemistry I,TU8.15-10.35,ARR ARR, ,""
CHEM,345 Organic Chemistry I,11 Lab,03366,W14.10-14.40,FLMA 438
CHEM,345 Organic Chemistry I,W14.40-17,ARR ARR, ,""
CHEM,345 Organic Chemistry I,12 Lab,03367,TU13.30-14,FLMA 438
CHEM,345 Organic Chemistry I,TU14-16.20,ARR ARR, ,""
