Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Instructor
ACCTG,230,Introduction to Financial Accounting,01,01243,3,"M,W,F11.10-12",WEB ARR,K Jones
ACCTG,230,Introduction to Financial Accounting,02,01483,3,"M,W16.15-17.30",WEB ARR,K Jones
ACCTG,231,Introduction to Managerial Accounting,01,01244,3,"TU,TH12.05-13.20",WEB ARR,K Jones
ACCTG,335,Taxation of Business Entities and Individuals,01,01612,3,"TU,TH16.20-17.35",WEB ARR,K Jones
AFS,511,Statistical Methods for Graduate Researchers,01,"",4,"TU,TH12.05-13.20",WEB ARR,C Kogan
AFS,511,Statistical Methods for Graduate Researchers,01 Lab,"",0,W15.10-17,WEB ARR,C Kogan
ANIM_SCI,545,Statistical Genomics,01,"",3,"M,F15.10-16",WEB ARR,Z Zhang
ANIM_SCI,545,Statistical Genomics,01 Lab,16399,0,W15.10-17.40,WEB ARR,Z Zhang
ANTH,101,[DIVR] Introduction to Anthropology,01,"",3,"M,W,F10.10-11",WEB ARR,M Carney
ANTH,230,Archaeological Methods and Interpretation,01,01496,3,"TU,TH14.55-16.10",WEB ARR,T Marceau
ANTH,260,[BSCI] Introduction to Biological Anthropology,01,02329,4,ARRGT,ARR ARR,L Premo
ANTH,260,[BSCI] Introduction to Biological Anthropology,01 Lab,02330,0,ARRGT,ARR ARR,L Premo
ANTH,316,[DIVR] Gender in Cross Cultural Perspective,02,02075,3,"TU,TH10.35-11.50",WEB ARR,M Mansperger
ANTH,316,[DIVR] Gender in Cross Cultural Perspective,03,"",3,"M,W,F10.10-11",WEB ARR,H Macintyre
ANTH,355,[HUM] Historical Linguistics,01,02527,3,"M,W,F14.10-15",WEB ARR,M Mansperger
ANTH,395,Topics in Anthropology,01,02509,V,"M,W,F11.10-12",WEB ARR,M Mansperger
ANTH,473,[CAPS] [M] Evolution and Society,01,01620,3,"M,W,F9.10-10",WEB ARR,K Bergstrom
ANTH,498,Anthropology Internship,01,"",V,ARRGT,ARR ARR,M Mansperger
B_A,100,Introduction to Business,01,02303,3,"TU,TH10.35-11.50",WEB ARR,P Skilton
B_A,100,Introduction to Business,03,15892,3,"TU,TH16.20-17.35",WEB ARR,R Howell
B_A,102,Exploring Careers in Business,01,02291,1,"M,W15.10-16",WEB ARR,R Keefer
B_A,211,"Ethics, Teams, and Innovation",02,"",3,"M,W16.20-17.35",WEB ARR,B Warnick
B_A,212,"Spreadsheets, Data Visualization, and Decision Analysis",01,"",3,ARRGT,ARR ARR,Y He
B_A,212,"Spreadsheets, Data Visualization, and Decision Analysis",02,"",3,"TU,TH16.20-17.35",WEB ARR,Y He
B_LAW,210,Law and the Legal Environment of Business,01,01245,3,"M,W17.45-19",WEB ARR,B Spooner
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,01,01533,4,"M,W,F12.10-13",WEB ARR,E Sweet
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,02,16207,4,"M,W,F11.10-12",WEB ARR,W Davis
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,01 Lab,01534,0,TH8-10.50,WEB ARR,E Sweet
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,02 Lab,01535,0,TH11.10-14,WEB ARR,E Sweet
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,03 Lab,01536,0,TU8-10.50,WEB ARR,E Sweet
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,04 Lab,01630,0,W15.10-18,WEB ARR,W Davis
BIOLOGY,220,Medical Terminology,01,"",2,ARRGT,ARR ARR,K Turner
BIOLOGY,251,Introductory Human Physiology,01,01405,4,"TU,TH10.35-11.50",WEB ARR,E Sweet
BIOLOGY,251,Introductory Human Physiology,01 Lab,01406,0,W15.20-18.10,WEB ARR,E Sweet
BIOLOGY,251,Introductory Human Physiology,02 Lab,01407,0,F14.30-17.20,WEB ARR,E Sweet
BIOLOGY,251,Introductory Human Physiology,03 Lab,01502,0,M14.45-17.35,WEB ARR,E Sweet
BIOLOGY,301,General Genetics,01,"",4,ARRGT,ARR ARR,N Mccabe
BIOLOGY,393,[M] Professional Communications in Biology,01,01537,2,M9.10-10.50,WEB ARR,L Nelson
BIOLOGY,394,Medicine as a Career,01,16059,2,TU17.10-18.50,WEB ARR,D Allison
BIOLOGY,403,Evolutionary Biology,01,02081,3,"M,W,F13.10-14",WEB ARR,L Nelson
BIOLOGY,473,[CAPS] [M] Evolution and Society,01,01619,3,"M,W,F9.10-10",WEB ARR,K Bergstrom
BIOLOGY,476,Epigenetics and Systems Biology,01,01740,3,"TU,TH10.35-11.50",WEB ARR,M Skinner
BIOLOGY,489,[CAPS] [M] Synthesis and Communication of Independent Research,01,"",3,"M,W13.30-14.45",WEB ARR,E Crespi
BIOLOGY,495,"Internship in Biology, Botany, and Zoology",02,"",V,ARRGT,ARR ARR,L Nelson
BIOLOGY,499,Special Problems,01,"",V,ARRGT,ARR ARR,(multiple)
BIOLOGY,500,Seminar,01,01563,1,ARRGT,ARR ARR,T Cheeke
BIOLOGY,500,Seminar,02,15567,1,M15.10-16.25,WEB ARR,T Cheeke
BIOLOGY,540,Stable Isotope Theory and Methods,01,15566,3,"TU,TH10.35-11.50",WEB ARR,R Evans
BIOLOGY,545,Statistical Genomics,01,"",3,"M,F15.10-16",WEB ARR,Z Zhang
BIOLOGY,545,Statistical Genomics,01 Lab,16400,0,W15.10-17.40,WEB ARR,Z Zhang
BIOLOGY,572,Quantitative Methods and Statistics in Ecology,01,"",4,"TU,TH10.35-11.50",WEB ARR,J Brunner
BIOLOGY,572,Quantitative Methods and Statistics in Ecology,01 Lab,"",0,ARRGT,ARR ARR,J Brunner
BIOLOGY,576,Epigenetics and Systems Biology,01,01741,3,"TU,TH10.35-11.50",WEB ARR,M Skinner
BIOLOGY,582,Professional Communication in Biology - Grant Writing,01,01622,2,M10.30-12.30,WEB ARR,A Cousins
BIOLOGY,600,Special Projects or Independent Study,01,01757,V,ARRGT,ARR ARR,T Cheeke
BIOLOGY,700,"Master's Research, Thesis, and/or Examination",01,01287,V,ARRGT,ARR ARR,T Cheeke
BIOLOGY,702,"Master's Special Problems, Directed Study and/or Examination",01,01603,V,ARRGT,ARR ARR,T Cheeke
BIOLOGY,800,"Doctoral Research, Dissertation, and/or Examination",01,01227,V,ARRGT,ARR ARR,T Cheeke
BSYSE,512,Research and Teaching Methods,01,02313,3,TU10.10-11.50,WEB ARR,J Wu
BSYSE,512,Research and Teaching Methods,01 Lab,02314,0,TH10.10-13,WEB ARR,J Wu
BSYSE,552,Advanced Biological Systems Engineering Topics,01,01319,V,W10.10-12.40,WEB ARR,H Lei
BSYSE,597,Biomass Biological Process Engineering,01,02352,3,"TU,TH8.10-9.25",WEB ARR,B Yang
BSYSE,700,"Master's Research, Thesis, and/or Examination",01,01270,V,ARRGT,ARR ARR,B Yang
BSYSE,800,"Doctoral Research, Dissertation, and/or Examination",01,01272,V,ARRGT,ARR ARR,(multiple)
CE,215,Mechanics of Materials,01,01340,3,"TU,TH7.45-9",WEB ARR,M Hossain
CE,303,Civil Engineering Computer Applications,01,01341,2,M12.10-13,WEB ARR,J Morshed
CE,303,Civil Engineering Computer Applications,01 Lab,01342,0,M14.10-17,WEB ARR,J Morshed
CE,322,Transportation Engineering,01,01224,3,"TU,TH16.20-17.35",WEB ARR,M Khan
CE,351,Water Resources Engineering,01,01343,3,"TU,TH9.10-10.25",WEB ARR,Y Demissie
CE,400,Highway Materials Engineering,01,02307,3,"TU,TH12.05-12.55",GUC TRI,M Mortuza
CE,400,Highway Materials Engineering,01 Lab,02308,0,W12.10-15,WEB ARR,M Mortuza
CE,414,Structural Design Loads and Load Paths,01,01627,3,"TU,TH7.45-9",WEB ARR,M Mortuza
CE,419,Hazardous Waste Treatment,01,"",3,"TU,TH12.05-13.20",WEB ARR,R Watts
CE,430,Analysis of Indeterminate Structures,01,01588,3,"TU,TH14.55-16.10",WEB ARR,M Mortuza
CE,435,Foundations,01,01352,3,"TU,TH13.30-14.45",WEB ARR,J Morshed
CE,436,Design of Timber Structures,01,01639,3,"TU,TH17.45-19",WEB ARR,J Shuttleworth
CE,442,Water and Wastewater Treatment Design,01,01353,3,"TU,TH16.20-17.35",WEB ARR,M Hossain
CE,465,[CAPS] [M] Integrated Civil Engineering Design,01,"",3,F16.10-17,WEB ARR,M Black
CE,465,[CAPS] [M] Integrated Civil Engineering Design,01 Lab,"",0,"M,F13.10-16",WEB ARR,M Black
CE,466,Fundamentals of Civil Engineering Examination Review,01,01356,1,M12.10-13,WEB ARR,M Khan
CE,495,Engineering Experience,01,"",V,ARRGT,ARR ARR,Y Demissie
CE,499,Special Problems,01,01358,V,ARRGT,ARR ARR,Y Demissie
CE,519,Hazardous Waste Treatment,01,"",3,"TU,TH12.05-13.20",WEB ARR,R Watts
CE,542,Biochemical Wastewater Treatment,01,01399,3,"TU,TH9.10-10.25",WEB ARR,M Hossain
CE,543,Advanced Topics in Environmental Engineering Practice,01,01733,V,"TU,TH10.35-11.50",WEB ARR,Y Demissie
