Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Instructor
ACCTG,230,Introduction to Financial Accounting,01,01368,3,"M,W,F13.10-14",WEB ARR,Kraig Jones
ACCTG,231,Introduction to Managerial Accounting,01,01318,3,"TU,TH13.30-14.45",WEB ARR,Kraig Jones
ACCTG,338,Cost Accounting,01,01319,3,"TU,TH16.20-17.35",WEB ARR,Kraig Jones
AMER_ST,475,[DIVR] Digital Diversity,02,13994,3,ARRGT,ARR ARR,Rosamond Thalken
ANTH,101,[DIVR] Introduction to Anthropology,01,01387,3,"M,W,F11.10-12",WEB ARR,Mark Mansperger
ANTH,305,[SSCI] Anthropology of Epidemic Disease and Bioterrorism,01,13128,3,"TU,TH13.30-14.45",WEB ARR,Mark Mansperger
ANTH,320,[DIVR] Native Peoples of North America,01,01771,3,ARRGT,ARR ARR,John Mcnassar
ANTH,404,[CAPS] The Self in Culture,01,01676,3,ARRGT,ARR ARR,Jeannette-Marie Mageo
ANTH,498,Anthropology Internship,01,01320,V,ARRGT,ARR ARR,Mark Mansperger
ASIA,272,[DIVR] Introduction to Middle Eastern History,01,02280,3,"TU,TH9.10-10.25",WEB ARR,Aaron Whelchel
B_A,100,Introduction to Business,01,14673,3,ARRGT,ARR ARR,Christopher Cooney
B_A,102,Exploring Careers in Business,01,14680,1,ARRGT,ARR ARR,Suzanne Billington
B_A,211,"Ethics, Teams, and Innovation",01,13082,3,"TU,TH10.35-11.50",WEB ARR,Jesus Bravo
B_A,212,"Spreadsheets, Data Visualization, and Decision Analysis",01,14685,3,ARRGT,ARR ARR,Yijun He
B_LAW,210,Law and the Legal Environment of Business,01,01321,3,"M,W19.15-20.30",WEB ARR,Galt Pettett
BIO_ENG,475,Introduction to Biochemical Engineering,01,15631,3,"M,W,F10.10-11",WEB ARR,Xiao Zhang
BIOLOGY,102,[BSCI] General Biology,01,01428,4,"M,W,F12.10-13",WEB ARR,Yimo Liu
BIOLOGY,102,[BSCI] General Biology,01 Lab,01429,0,TU11.20-14.10,WEB ARR,Yimo Liu
BIOLOGY,102,[BSCI] General Biology,02 Lab,01551,0,TU14.40-17.30,WEB ARR,Yimo Liu
