Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Instructor
ACCTG,230,Introduction to Financial Accounting,01,08642,3,"M,W17.45-19",VUB 121,Leslie Clute
ACCTG,230,Introduction to Financial Accounting,02,08674,3,ARRGT,ARR ARR,""
ACCTG,231,Introduction to Managerial Accounting,01,08613,3,"TU,TH12-13.15",VMMC 6,Leslie Clute
ACCTG,231,Introduction to Managerial Accounting,02,08654,3,"TU,TH16.15-17.30",VMMC 219,Leslie Clute
ACCTG,330,Intermediate Accounting I,01,08614,3,"TU,TH17.45-19",VUB 125,Gibran Zogbi
ACCTG,331,Intermediate Accounting II,01,08615,3,"TU,TH12-13.15",VUB 121,Li Xu
ACCTG,338,Cost Accounting,01,08616,3,"TU,TH16.15-17.30",VUB 121,Li Xu
ACCTG,435,Individual Income Taxes,01,29446,3,"TU,TH14.50-16.05",VMMC 16,Gibran Zogbi
ACCTG,439,[M] Auditing,01,08649,3,TH18-20.45,VUB 225,Teri Garza
ACCTG,498,Accounting Internship,01,08640,V,ARRGT,ARR ARR,(multiple)
ANTH,101,[DIVR] Introduction to Anthropology,01,08923,3,ARRGT,ARR ARR,Aaron Lightner
ANTH,203,[DIVR] Global Cultural Diversity,01,08943,3,ARRGT,ARR ARR,""
ANTH,205,"[SSCI] Health, Healing, and Medicine Across Cultures",01,09032,3,ARRGT,ARR ARR,Bonnie Hewlett
ANTH,230,Archaeological Methods and Interpretation,01,08868,3,"TU,TH14.50-16.05",VLIB 265,Jason Fancher
ANTH,260,[BSCI] Introduction to Biological Anthropology,01,08880,4,"TU,TH9.10-10.25",VLIB 201,Edward Hagen
ANTH,260,[BSCI] Introduction to Biological Anthropology,01 Lab,08881,0,TU14.50-17.30,VUB 226,""
ANTH,260,[BSCI] Introduction to Biological Anthropology,02 Lab,08882,0,TH14.50-17.30,VUB 226,""
ANTH,304,[SSCI] Cross-Cultural Perspectives of Mental Health and Illness,01,08979,3,ARRGT,ARR ARR,Bonnie Hewlett
ANTH,330,Origins of Culture and Civilization,01,08869,3,"M,W14.50-16.05",VLIB 261,Jason Fancher
ANTH,350,"[DIVR] Speech, Thought, and Culture",01,08872,3,ARRGT,ARR ARR,Clare Weber
ANTH,381,[BSCI] Primate Behavioral Ecology,01,09026,3,ARRGT,ARR ARR,Nicole Hess
ANTH,410,History of American Indian Sovereignty and Federal Indian Law,01,29283,3,ARRGT,ARR ARR,Orlan Svingen
ANTH,473,[CAPS] [M] Evolution and Society,01,28151,3,M11.10-14,VLIB 264,Nicole Hess
ANTH,490,[CAPS] [M] Integrative Themes in Anthropology,01,28712,3,ARRGT,ARR ARR,John Mcnassar
ANTH,499,Special Problems,01,08883,V,ARRGT,ARR ARR,(multiple)
ANTH,566,Evolutionary Psychology,01,28837,3,W13.10-15.40,ARR ARR,Edward Hagen
ANTH,591,Special Topics in Anthropology,01,08970,3,F13.10-15.40,VMMC 204,Clare Weber
ANTH,800,"Doctoral Research, Dissertation, and/or Examination",01,08871,V,ARRGT,ARR ARR,(multiple)
ASTRONOM,135,[PSCI] Astronomy,01,08794,4,"M,W17.45-19",VECS 104,Jose Vazquez-Bello
ASTRONOM,135,[PSCI] Astronomy,01 Lab,08795,0,M19.15-20.55,VSCI 101,""
ASTRONOM,135,[PSCI] Astronomy,02 Lab,08796,0,W19.15-20.55,VSCI 101,Jose Vazquez-Bello
B_A,100,Introduction to Business,01,27540,3,"TU,TH13.25-14.40",VUB 1,Jennifer Sandstrom
B_A,102,Exploring Careers in Business,01,27539,1,"M,W12-13.15",VUB 107,Cynthia Johnston
B_A,102,Exploring Careers in Business,02,28401,1,"M,W14.50-16.05",VMMC 214,Keri Knight
B_LAW,210,Law and the Legal Environment of Business,01,08617,3,"M,W19.15-20.30",VUB 121,Kenneth Mitchell-Phillips
BIOLOGY,101,[BSCI] Biology of Humans,02,29122,3,ARRGT,ARR ARR,William Cushwa
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,01,09450,4,"TU,TH10.35-11.50",VSCI 12,Kevin Turner
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,02,09451,4,"TU,TH13.25-14.40",VMMC 22,Kevin Turner
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,01 Lab,09452,0,TU7.45-10.25,VSCI 109,""
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,02 Lab,09453,0,TU13.25-16.05,VSCI 109,""
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,03 Lab,09454,0,TU17.45-20.25,VSCI 109,""
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,04 Lab,09455,0,W7.45-10.25,VSCI 109,""
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,05 Lab,09456,0,W13.25-16.05,VSCI 109,""
BIOLOGY,111,[BSCI] Laboratory Experiments in Biology and Genetics,01,08899,1,F9.10-11.50,VSCI 101,Gunjan Gakhar
BIOLOGY,140,[BSCI] Introduction to Nutritional Science,01,08891,3,TU9.10-10.25,VUB 125,Patricia Sayer
BIOLOGY,210,Your Future in Life Sciences,01,08964,2,"W,F12-12.50",VDEN 129,Dale Fortin
BIOLOGY,220,Medical Terminology,01,08934,2,M17.45-18.35,VUB 107,Patricia Sayer
BIOLOGY,301,General Genetics,01,08898,4,ARRGT,ARR ARR,Norah Mccabe
BIOLOGY,308,[BSCI] Marine Biology,01,28157,3,"M,W13.25-14.40",VSCI 12,Michael Berger
BIOLOGY,322,[M] Invertebrate Biology,01,28158,4,"W,F10.35-11.50",VUB 124,Kevin Turner
BIOLOGY,322,[M] Invertebrate Biology,01 Lab,28159,0,F13.25-16.05,VSCI 101,Kevin Turner
BIOLOGY,333,[BSCI] Human Nutrition and Health,01,28160,3,M13.25-14.40,VUB 107,Patricia Sayer
BIOLOGY,340,Introduction to Mathematical Biology,01,28679,3,"TU,TH12-13.15",VUB 226,Alexander Dimitrov
BIOLOGY,353,Advanced Human Physiology,01,08900,4,"W,F10.35-11.50",VMMC 6,Debra Wilmington
BIOLOGY,353,Advanced Human Physiology,01 Lab,08901,0,M13.25-16.05,VSCI 114,""
BIOLOGY,353,Advanced Human Physiology,02 Lab,08902,0,M16.15-18.55,VSCI 114,""
BIOLOGY,353,Advanced Human Physiology,03 Lab,08903,0,TU10.35-13.15,VSCI 114,""
BIOLOGY,353,Advanced Human Physiology,04 Lab,09091,0,TU17.45-20.25,VSCI 114,""
BIOLOGY,372,[M] General Ecology,01,08919,4,"TU,TH10.35-11.50",VMMC 6,Jonah Piovia-Scott
BIOLOGY,372,[M] General Ecology,01 Lab,08920,0,TH7.45-10.25,VSCI 109,""
BIOLOGY,372,[M] General Ecology,02 Lab,08921,0,TH12-14.40,VSCI 109,""
BIOLOGY,372,[M] General Ecology,03 Lab,08965,0,TH14.50-17.30,VSCI 109,""
BIOLOGY,372,[M] General Ecology,04 Lab,08966,0,F9.10-11.50,VSCI 109,""
BIOLOGY,401,[CAPS] Plants and People,01,28439,3,"TU,TH16.15-17.30",VUB 107,Duncan Thomas
