Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Instructor
ACCTG,230,Introduction to Financial Accounting,01,01172,3,"M,W,F11.10-12",TFLO 239,Kraig Jones
ACCTG,230,Introduction to Financial Accounting,02,01427,3,"M,W16.15-17.30",TFLO 239,Kraig Jones
ACCTG,231,Introduction to Managerial Accounting,01,01173,3,"TU,TH12-13.15",TFLO 239,Kraig Jones
ACCTG,335,Taxation of Business Entities and Individuals,01,01602,3,"TU,TH16.15-17.30",TFLO 239,Kraig Jones
AFS,505,Topics in Computational and Analytical Methods for Scientists,01,28674,1,"TU,TH10.35-11.50",TFLO 260,Stephen Ficklin
AFS,505,Topics in Computational and Analytical Methods for Scientists,02,28675,1,"TU,TH10.35-11.50",TFLO 260,Stephen Ficklin
AFS,505,Topics in Computational and Analytical Methods for Scientists,03,28676,1,"TU,TH10.35-11.50",TFLO 260,Stephen Ficklin
AFS,511,Statistical Methods for Graduate Researchers,01,29667,4,"TU,TH12-13.15",TFLO 101A,Harry Johnson
AFS,511,Statistical Methods for Graduate Researchers,01 Lab,29670,0,W15.10-17,TFLO 101A,Harry Johnson
AMER_ST,475,[DIVR] Digital Diversity,01,02385,3,"TU,TH13.25-14.40",TEST 218,Anna Plemons
ANTH,203,[DIVR] Global Cultural Diversity,01,02120,3,"M,W,F11.10-12",TEST 208,Mark Mansperger
ANTH,268,"[BSCI] Sex, Evolution, and Human Nature",01,01783,3,ARRGT,ARR ARR,Caroline Smith
ANTH,316,[DIVR] Gender in Cross Cultural Perspective,02,02121,3,"TU,TH10.35-11.50",TCIC 214,Mark Mansperger
ANTH,350,"[DIVR] Speech, Thought, and Culture",01,01547,3,"M,W,F14.10-15",TEST 207,Mark Mansperger
ANTH,473,[CAPS] [M] Evolution and Society,01,01610,3,"TU,TH14.50-16.05",TCIC 217,William Cooper
ANTH,498,Anthropology Internship,01,01335,V,ARRGT,ARR ARR,Mark Mansperger
B_A,100,Introduction to Business,01,08569,3,"M,W,F12.10-13",TFLO 133,Paul Skilton
B_A,102,Exploring Careers in Business,01,02386,1,"TU,TH14.50-16.05",TFLO 244,Russ Keefer
B_LAW,210,Law and the Legal Environment of Business,01,01174,3,"M,W17.45-19",TFLO 131,Galt Pettett
BIOLOGY,101,[BSCI] Biology of Humans,01,29350,3,ARRGT,ARR ARR,William Cushwa
BIOLOGY,102,[BSCI] General Biology,01,01338,4,"M,W,F13.10-14",TCIC 216,Yimo Liu
BIOLOGY,102,[BSCI] General Biology,01 Lab,01339,0,TU8-10.50,TBSL 171,Yimo Liu
BIOLOGY,102,[BSCI] General Biology,02 Lab,01340,0,TU11.10-14,TBSL 171,Yimo Liu
BIOLOGY,102,[BSCI] General Biology,03 Lab,01456,0,TU14.45-17.35,TBSL 171,Yimo Liu
BIOLOGY,106,[BSCI] Introductory Biology: Organismal Biology,01,01377,4,"TU,TH10.35-11.50",TFLO 252,Lori Nelson
BIOLOGY,106,[BSCI] Introductory Biology: Organismal Biology,01 Lab,01378,0,W8.45-11.35,TBSL 171,Lori Nelson
BIOLOGY,106,[BSCI] Introductory Biology: Organismal Biology,02 Lab,02124,0,W12.10-15,TBSL 171,Lori Nelson
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,01,01494,4,"M,W,F12.10-13",TCIC 216,Elly Sweet
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,01 Lab,01495,0,TH8-10.50,TBSL 171,Elly Sweet
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,02 Lab,01496,0,TH11.10-14,TBSL 171,Elly Sweet
BIOLOGY,107,[BSCI] Introductory Biology: Cell Biology and Genetics,03 Lab,01497,0,TH14.45-17.35,TBSL 171,Elly Sweet
BIOLOGY,251,Introductory Human Physiology,01,01342,4,"TU,TH10.35-11.50",TCIC 216,Elly Sweet
BIOLOGY,251,Introductory Human Physiology,01 Lab,01343,0,W15.20-18.10,TBSL 171,Elly Sweet
BIOLOGY,251,Introductory Human Physiology,02 Lab,01344,0,F14.30-17.20,TBSL 171,Elly Sweet
BIOLOGY,251,Introductory Human Physiology,03 Lab,01453,0,M14.45-17.35,TBSL 171,Elly Sweet
BIOLOGY,301,General Genetics,01,01702,4,ARRGT,ARR ARR,Norah Mccabe
BIOLOGY,333,[BSCI] Human Nutrition and Health,01,29154,3,ARRGT,ARR ARR,Linda Cook
BIOLOGY,393,[M] Professional Communications in Biology,01,01498,2,"M,F10.10-11",TFLO 131,Lori Nelson
BIOLOGY,403,Evolutionary Biology,01,02129,3,"M,W,F9.10-10",TCIC 210,William Cooper
BIOLOGY,446,Mutualism and Symbiosis,01,29637,3,"M,W9.10-10.25",TFLO 210,Stephanie Porter
BIOLOGY,473,[CAPS] [M] Evolution and Society,01,01609,3,"TU,TH14.50-16.05",TCIC 217,William Cooper
BIOLOGY,475,Systems Biology of Reproduction,01,01613,3,TH10.35-11.50,TFLO 210,Michael Skinner
BIOLOGY,495,"Internship in Biology, Botany, and Zoology",02,08563,V,ARRGT,ARR ARR,Lori Nelson
BIOLOGY,499,Special Problems,01,01221,V,ARRGT,ARR ARR,(multiple)
BIOLOGY,500,Seminar,01,01544,1,ARRGT,ARR ARR,Tanya Cheeke
BIOLOGY,501,Proposal Defense Seminar,01,02336,2,ARRGT,ARR ARR,Tanya Cheeke
BIOLOGY,546,Mutualism and Symbiosis,01,29602,3,"M,W9.10-10.25",TFLO 210,Stephanie Porter
BIOLOGY,549,Behavioral Ecology,01,25027,3,"M,W14.10-15.25",TFLO 210,Heather Watts
BIOLOGY,575,Systems Biology of Reproduction,01,01614,3,TH10.35-11.50,TFLO 210,Michael Skinner
